1blankname,1blankname1,1blankname2,1blankname3,1blankname4,1blankname6,1namedata,1namedata1,1namedata2,1namedata3,1namedata4,1namedata6,2blankname2,2namedata2,allegiance,alma_mater,alongside1,alongside2,alt,ambassador_from2,appointer,awards,birth_date,birth_name,birth_place,birthname,branch,branch_label,caption,child,children,church,citizenship,coatofarms,coatofarms_article,coatofarms_link,constituency,constituency1,constituency12,constituency13,constituency14,constituency15,constituency2,constituency4,constituency5,constituency6,constituency7,constituency8,constituency9,constituency_mp6,constituency_mp9,conviction_status,country2,criminal_charge,death_cause,death_date,death_place,deputy,deputy1,deputy2,deputy3,deputy4,deputy6,description,district,district1,doctoral_advisor,education,embed,enthroned,era,father,field,filename,first,footnotes,formation,governor3,governor4,governor_general,hangul,hanja,height_m,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,image,image_size,incumbent,incumbentsince,institutions,ipa,jr/sr1,jr/sr2,known_for,last,leader1,leader3,leader4,leader5,leader8,main_interests,majority,majority6,module,module2,monarch,monarch1,monarch2,monuments,mother,movement,name,nationality,native_name,native_name_lang,nickname,notable_works,occupation,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,office9,order,order1,order2,order3,order4,order6,order9,organisation,organization,other_names,otherparty,parents,parliament6,parliament9,partner,party,pos,post,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,president,president1,president11,president2,president3,president6,president7,primeminister,primeminister1,primeminister10,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,profession,rank_label,region,relatives,residence,resting_place,resting_place_coordinates,restingplace,school_tradition,see,servicenumber,serviceyears,serviceyears_label,signature,signature_alt,signature_size,spouse,state,state1,state2,state_house1,status,status9,suboffice10,suboffice11,suboffice12,suboffice13,suboffice14,suboffice7,suboffice8,suboffice9,subterm10,subterm11,subterm12,subterm13,subterm14,subterm7,subterm8,subterm9,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,term,term10,term11,term12,term13,term14,term15,term4,term5,term6,term7,term_end,term_end1,term_end10,term_end11,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label,term_label10,term_label2,term_label3,term_label4,term_start,term_start1,term_start10,term_start11,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,title,title7,titlestyle,trial,type,vicepresident,vicepresident1,vicepresident3,website,years_active
,,,,,,,,,,,,,,,,,,,,,,{{birth date and age|1989|10|13}},,"[[New York City]], U.S.<!--No boroughs/neighborhoods, just cities per format.-->",,,,"Official portrait, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ushr|NY|14|14th}},,,[[Boston University]] ([[Bachelor of Arts|BA]]) }},,,,,,,,,,,,,,,,,,,,,Alexandria Ocasio-Cortez Official Portrait.jpg,,,,,,,,,,,,,,,,,,"{{Listen|pos=center|embed=yes|filename=Town Hall Ep 08 (Alexandria Ocasio-Cortez).ogg|title=Ocasio-Cortez's voice|type=speech|description=On [[Medicare for all]]<br/>Recorded April 28, 2019}}",,,,,,,,Alexandria Ocasio-Cortez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[Working Families Party]]{{efn|Elected on both [[Democratic Party (United States)|Democratic Party]] and [[Working Families Party|WFP]] ballot lines in New York via [[Electoral fusion#New York|electoral fusion]].<ref>{{Cite web|title=New York's 14th Congressional District election, 2022|url=https://ballotpedia.org/New_York%27s_14th_Congressional_District_election,_2022|access-date=October 17, 2023|website=[[Ballotpedia]]|language=en|archive-date=November 11, 2023|archive-url=https://web.archive.org/web/20231111092737/https://ballotpedia.org/New_York%27s_14th_Congressional_District_election%2C_2022|url-status=live}}</ref>}}<br>[[Democratic Socialists of America]]{{efn|Democratic Socialists of America is not a registered political party, instead, it is a political organization for those with democratic socialist ideologies. The national DSA conditionally endorsed Ocasio-Cortez in 2024, but withdrew the endorsement,<ref>{{cite web |last1=Sterne |first1=Peter|date=July 12, 2024 |title=The real story behind DSA’s decision to unendorse AOC |url=https://www.cityandstateny.com/politics/2024/07/real-story-behind-dsas-decision-unendorse-aoc/398024/ |website=cityandstateny.com |publisher=[[City & State]] |access-date=17 July 2025}}</ref> though she remains endorsed by the [[New York City Democratic Socialists of America|New York City chapter]].<ref>{{Cite web |last=Stein |first=Jeff |date=August 5, 2017 |title=9 questions about the Democratic Socialists of America you were too embarrassed to ask |url=https://www.vox.com/policy-and-politics/2017/8/5/15930786/dsa-socialists-convention-national |access-date=July 11, 2022 |website=[[Vox (website)|Vox]] |language=en |archive-date=November 11, 2018 |archive-url=https://web.archive.org/web/20181111093910/https://www.vox.com/policy-and-politics/2017/8/5/15930786/dsa-socialists-convention-national |url-status=live }}</ref><ref>{{cite web |title=Status of DSA National Endorsement for Rep. Ocasio-Cortez |url=https://www.dsausa.org/statements/status-of-dsa-national-endorsement-for-rep-ocasio-cortez/ |publisher=DSA National Political Committee |access-date=June 11, 2024 |archive-date=July 11, 2024 |archive-url=https://web.archive.org/web/20240711000512/https://www.dsausa.org/statements/status-of-dsa-national-endorsement-for-rep-ocasio-cortez/ |url-status=live }}</ref>}}",,,,Riley Roberts (engaged 2022),[[Democratic Party (United States)|Democratic]],,,[[Joe Crowley]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC Signature.svg,,,,[[New York (state)|New York]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 3, 2019",,,,,,,,,,,,,,,,,,,,,,,{{URL|https://ocasio-cortez.house.gov|House website}}<br/>{{URL|https://www.ocasiocortez.com/|Campaign website}},
,,Whip,Whip,,,,,[[Steny Hoyer]],Steny Hoyer,,,,,,,,,,,,,,,,,,,"Official portrait, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Steny Hoyer]],,,,,,,,,,,,,,,,,,,,,,,,,,,Official photo of Speaker Nancy Pelosi in 2019.jpg,,,,,,,,,,,,,Dick Gephardt,,,,,,,,,,,,,Nancy Pelosi,,,,,,,52nd<!--DO NOT CHANGE--> [[Speaker of the United States House of Representatives]],,,,,,[[Party leaders of the United States House of Representatives|House Minority Leader]],,Leader of the [[House Democratic Caucus]],[[Party leaders of the United States House of Representatives|House Minority Whip]],,,,,,,,,,,,,,,,,,,,,,,[[Paul Ryan]],[[Dennis Hastert]],,,,,,John Boehner,[[Dick Gephardt]],Dick Gephardt,[[David Bonior]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Kevin McCarthy]],[[John Boehner]] {{Collapsed infobox section begin|House positions|titlestyle=border: 1px dashed lightgrey;}} {{Infobox officeholder |embed=yes,,,,,,Kevin McCarthy,John Boehner,[[Hakeem Jeffries]],Steny Hoyer }},,,,,,,,,,,,,,,,"January 3, 2023","January 3, 2011",,,"January 3, 2019","January 3, 2007","January 3, 2023","January 3, 2003",,,,,,,,,,"January 3, 2019","January 4, 2007",,,"January 3, 2011","January 3, 2003","January 3, 2003","January 15, 2002",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,{{birth date and age|1954|11|14}},,"[[Birmingham, Alabama]], U.S.",,,,"Official portrait, 2005",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl |[[Richard Armitage (politician)|Richard Armitage]] |[[Robert Zoellick]] |[[John Negroponte]]}},[[Stephen Hadley]],,,,,,,,"[[University of Denver]] ([[Bachelor of Arts|BA]], [[Doctor of Philosophy|PhD]])<br>[[University of Notre Dame]] ([[Master of Arts|MA]])",,,,,[[Political science]],,,,,,,,,,,,,,,,Condoleezza Rice cropped.jpg,,,,,,,,,,,,,,,,,,{{Infobox scientist,"{{Listen |pos=center |embed=yes |filename=Secretary of State Condoleezza Rice Testifies Before the House Foreign Affairs Committee on the FY2008 State Budget.ogg |title=Rice's voice |type=speech |description=Rice testifying before the [[House Foreign Affairs Committee]] on the FY2008 Department of State budget.<br>Recorded February 7, 2007}} }}",,,,,,,Condoleezza Rice,,,,,,,8th Director of the [[Hoover Institution]],66th [[United States Secretary of State]],,,,,19th [[National Security Advisor (United States)|United States National Security Advisor]],10th Provost of [[Stanford University]],,,,,,,,,,,,,,,,,,,,,,[[Democratic Party (United States)|Democratic]] (before 1982)<br>[[Republican Party (United States)|Republican]] (1982–present),,,[[Thomas W. Gilligan]],[[Colin Powell]],,,,,,[[Sandy Berger]],Gerald Lieberman,,,,,,,,[[George W. Bush]],,George W. Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condoleezza Rice Signature 2.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Hillary Clinton]],,,,,,[[Stephen Hadley]],[[John L. Hennessy]],,,,,,,,,,,,,,,,,,,"January 20, 2009",,,"January 26, 2005","June 30, 1999",,,,,,,,,,,,"September 1, 2020","January 26, 2005",,,"January 20, 2001","September 1, 1993",,,,,,,"The Politics of Client Command: Party-Military Relations in Czechoslovakia, 1948–1975",https://www.proquest.com/openview/88b452031ba9a788c5210a6bb525c0bc/1?cbl=18750&diss=y&pq-origsite=gscholar&parentSessionId=XMPEkqUZM%2FXTBNW8u%2FAF%2BBtDiWDktOt5MeS69BqA8D4%3D}},1981,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,United States,,[[Presidential Medal of Freedom]] (2012),{{Birth date|1937|5|15}},Marie Jana Korbelová,"[[Prague]], Czechoslovakia",,,,"Official portrait, 1997",,"3, including [[Alice P. Albright|Alice]]",,{{ubl|[[Dissolution of Czechoslovakia|Czechoslovakia (before 1993)]]|United States (from 1957)}},,,,,,,,,,,,,,,,,,,,the United Nations,,,{{Death date and age|2022|3|23|1937|5|15}},"[[Washington, D.C.]], U.S.",[[Strobe Talbott]],,,,,,,,,,"{{ubl|[[Wellesley College]] ([[Bachelor of Arts|BA]])|[[Johns Hopkins University]]|[[Columbia University]] ([[Master of Arts|MA]], [[PhD]])}}",,,,[[Josef Korbel]],,,,,,,,,,,,,,,,,Secalbright.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Madeleine Albright,,,,,,,United States Secretary of State,,,,,,,,,,,,,,64th,,20th,,,,,,,,,,,,,[[Democratic Party (United States)|Democratic]],,,[[Warren Christopher]],,,,,,,[[Edward J. Perkins]],,,,,,,,[[Bill Clinton]],,,Bill Clinton,,,,,,,,,,,,,,,,,,,,,,"[[Oak Hill Cemetery (Washington, D.C.)|Oak Hill Cemetery]]<br />[[Washington, D.C.]], U.S",,,,,,Madeleine Albright Signature.svg }},,,{{marriage|[[Joseph Albright (journalist)|Joseph Albright]]|1959|1983|end=div}},,,,,,,,,,,,,,,,,,,,,,,[[Colin Powell]],,,,,,,[[Bill Richardson]],,,,,,,,,,,,,,,,,,,"January 20, 2001",,,,"January 21, 1997",,,,,,,,,,,,,"January 23, 1997",,,,"January 27, 1993",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,{{birth date and age|1946|12|09|df=yes}},Sonia Maino,"[[Lusiana]], Italy",,,,Gandhi in 2010,,,,{{plainlist| * Italy (until 1983) * India (from 1983) }},,,,,[[List of Rajya Sabha members from Rajasthan|Rajasthan]],,,,,,,,,,"[[Rae Bareli (Lok Sabha constituency)|Rae Bareli]], [[Uttar Pradesh]]","[[Amethi (Lok Sabha constituency)|Amethi, Uttar Pradesh]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Gandhi and Vladimir Putin in March 2010 04.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia Gandhi,,,,,,,[[Indian National Congress|Parliamentary Chair of the Indian National Congress]],"[[Member of Parliament, Rajya Sabha|Member of Parliament]], [[Rajya Sabha]]",[[Spouse of the Prime Minister of India]],,,,[[President of the Indian National Congress]],,[[Chairperson]] of the [[United Progressive Alliance]],[[Chairperson]] of the [[National Advisory Council]],,[[Leader of the Opposition in Lok Sabha]],"[[Member of Parliament, Lok Sabha|Member of Parliament]], [[Lok Sabha]]",,,,,,,,,,,,,,,,,[[Indian National Congress]],,,[[Sharad Pawar]],[[Manmohan Singh]],[[Gayatri Devi (Uttar Pradesh politician)|Gayatri Devi]],,,,,[[Rahul Gandhi]],[[Sitaram Kesri]],''Office established'',''Office established'',''Office established'',Sharad Pawar,[[Satish Sharma]],[[Sanjaya Sinh|Sanjay Singh]],,,,,,,,,,[[Rajiv Gandhi]],,,,Manmohan Singh,Manmohan Singh,,,,,,,,,,,,,,,,,Signature of Sonia Gandhi.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sita Kumari Singh,,,,,[[Mallikarjun Kharge]],Rahul Gandhi,''Office abolished'',''Office abolished'',''Office abolished'',[[L. K. Advani]],Rahul Gandhi,Rahul Gandhi,,,,,,,,,,,,,,2 December 1989,,{{End date|2022|10|26|df=yes}},{{End date|2017|12|16|df=yes}},{{End date|2023|07|18|df=yes}},25 May 2014,23 March 2006,6 February 2004,2 April 2024,17 May 2004,,In role,,,,October 1999,{{Start date|2024|04|03|df=yes}},31 October 1984,,{{Start date|2019|08|10|df=yes}},{{Start date|1998|03|14|df=yes}},{{Start date|2004|05|06|df=yes}},29 March 2010,4 June 2004,13 October 1999,17 May 2004,10 October 1999,,,,,,,,,,,[[Jitendra Prasada]] (1999-2001)<br/>Rahul Gandhi (from 2013),,
,Chief Minister,,[[Vice President of India|Chairman]],,,,[[Vasundhara Raje]],,[[Ramaswamy Venkataraman]] (1986–1987)<br>[[Shankar Dayal Sharma]] (1987–1988),,,,,,,,,,,,,{{birth date and age|1934|12|19|df=yes}},Pratibha Narayan Rao Patil,"[[Nadgaon]], [[Bombay Presidency]], British&nbsp;India {{awrap|(present{{endash}}day Maharashtra, India)}}",,,,"Official portrait, 2007",,2,,,,,,,,,,,,"[[Amravati (Lok Sabha constituency)|Amravati, Maharashtra]]",[[List of Rajya Sabha members from Maharashtra|Maharashtra]],[[Muktainagar Assembly constituency|Edlabad]],[[Jalgaon City Assembly constituency|Jalgaon]],,,,,,,,,,,,,,,,,,,,,,"{{ubl|[[Savitribai Phule Pune University|University of Poona]] ([[Bachelor of Arts|BA]], [[Master of Arts|MA]])| [[Government Law College, Mumbai]], [[University of Mumbai]] ([[LLB]])}}",,,,,,,,,,,,,,,,,,,,,"The President of India, Smt. Pratibha Patil.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,Pratibha Patil,Indian,,,,,,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[President of India]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Governor of Rajasthan]]",,,,,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Member of Parliament, Lok Sabha|Member of Parliament]], [[Lok Sabha]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Deputy Chairman of the Rajya Sabha]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Member of Parliament, Rajya Sabha|Member of Parliament]], [[Rajya Sabha]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Member of the Legislative Assembly (India)|Member]] of [[Maharashtra Legislative Assembly]]",,,,,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] --> }}","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->",,,,,,,,,,,,[[Indian National Congress]],,,[[A. P. J. Abdul Kalam]],[[Madan Lal Khurana]],,,,,,[[Sudam Deshmukh]],[[M. M. Jacob]],,,,,,,,,,,,,,[[Manmohan Singh]],,,,,,,,,,,,,,,"57 Congress Nagar, [[Amravati]]",,,,,,,,,,,,{{marriage|[[Devisingh Ransingh Shekhawat]]|1965|24 February 2023|reason=died}},,,,,,,,,,,,,,,,,,,,,,,[[Pranab Mukherjee]],[[Akhlaqur Rahman Kidwai]],,,,,,[[Anantrao Gudhe]],[[Najma Heptulla]],,,,,,,,,,,,,,,,,,25 July 2012,23 June 2007,,,16 May 2000,5 November 1988,1990,1985,1967,,,,,,,,,25 July 2007,8 November 2004,,,21 June 1991,18 November 1986,1985,1978,1962,,,,,,,,,,,,[[Mohammad Hamid Ansari]],,,{{URL|pratibhapatil.info}},
,,,,,General Secretary,,,,,,"{{ubl|[[Abdur Razzaq (politician, born 1942)|Abdur Razzaq]]|[[Syeda Sajeda Chowdhury]]|[[Zillur Rahman]]|[[Abdul Jalil (politician)|Abdul Jalil]]|[[Sayed Ashraful Islam]]|[[Obaidul Quader]]}}",,,,{{ubl|[[Eden Mohila College]]|[[University of Dhaka]]}},,,,,,[[Sheikh Hasina#Honours and awards|Full list]],{{birth date and age|1947|9|28|df=y}},Hasina Sheikh<ref>{{cite book|script-title=bn:বঙ্গবন্ধু শেখ মুজিবকে ঘিরে কিছু ঘটনা ও বাংলাদেশ|language=bn|last=Miah|first=M. A. Wazed|author-link=M. A. Wazed Miah|page=242|publisher=[[The University Press Limited]]|year=1997}}</ref>,"[[Tungipara Upazila|Tungipara]], [[East Bengal]], Dominion of Pakistan",,,,Hasina addressing the nation on 17 July 2024 amid [[July Revolution (Bangladesh)|anti-government protests]],yes,{{Hlist|[[Sajeeb Wazed|Sajeeb]]|[[Saima Wazed|Saima]]}},,,,,,,,,,,,,,,,[[Gopalganj-3]],[[Gopalganj-3]],,,,"[[Fugitive]], Self-imposed [[exile]] in [[India]]; Subject of arrest warrant by the [[International Crimes Tribunal (Bangladesh)|International Crimes Tribunal]] }}",,[[Crimes against humanity]] during [[Student–People's uprising]],,,,,,,,,,,,,,,,,,[[Sheikh Mujibur Rahman]],,,,,,,,,,,,,,,,,Sheikh Hasina Addresses Awami League Leaders Ganabhaban 2024-05-17.jpg,,,,,,,,,,,,,,,,,,{{Infobox murderer,,,,,,[[Sheikh Fazilatunnesa Mujib]],,Sheikh Hasina,,{{nobold|শেখ হাসিনা}},bn,,,,Prime Minister of Bangladesh,,,,,,,,Leader of the House (Bangladesh){{!}}Leader of the House,,President of Awami League,[[Member of Parliament (Bangladesh)|Member of Parliament]],,Leader of the Opposition (Bangladesh){{!}}Leader of the Opposition,10th,,,,8th,8th,2nd,,,,[[Grand Alliance (Bangladesh)|Grand Alliance]] (since 2008),,,,,[[Bangladesh Awami League]],,,[[Fakhruddin Ahmed]] {{nowrap|(as [[Chief Adviser of Bangladesh|Chief Adviser]])|}},[[Muhammad Habibur Rahman]] {{nowrap|(as Chief Adviser)|}},[[A. S. M. Abdur Rab|Abdur Rab]],"[[Asaduzzaman Khan (politician, born 1916)|Asaduzzaman Khan]]",,,,,,[[Khaleda Zia]],Khaleda Zia,[[Abdul Malek Ukil]],[[Mujibur Rahman Howlader]],[[Kazi Firoz Rashid]],Khaleda Zia,{{ubl|[[Iajuddin Ahmed]]|[[Zillur Rahman]]|[[Mohammad Abdul Hamid]]|[[Mohammed Shahabuddin]]}},{{ubl|[[Abdur Rahman Biswas]]|[[Shahabuddin Ahmed]]}},[[Hussain Muhammad Ershad]],,,,,,,Khaleda Zia,,,,,,,,[[Khaleda Zia]],,,,[[Tungipara Sheikh family]],,,,,,,,,,Sheikh hasina signature.svg,,,{{marriage|[[M. A. Wazed Miah]]|1968|2009|end=died}},,,,,,,,,,,,,,,,,,,,,,,[[Muhammad Yunus]] {{nowrap|(as Chief Adviser)|}},[[Latifur Rahman]] {{nowrap|(as Chief Adviser)|}},Khaleda Zia,[[A. S. M. Abdur Rab|Abdur Rab]],,,,,,TBA,Khaleda Zia,,''Vacant'',[[Mujibur Rahman Howlader]],Khaleda Zia,,,,,,,,,,,,5 August 2024,15 July 2001,30 March 1996,3 March 1988,,,5 August 2024,15 July 2001,,6 August 2024<ref>{{Cite web |date=6 August 2024 |title=President dissolves parliament |url=https://www.thedailystar.net/news/bangladesh/news/president-dissolves-parliament-3670721 |access-date=6 August 2024 |website=[[The Daily Star (Bangladesh)]] |language=en |archive-date=6 August 2024 |archive-url=https://web.archive.org/web/20240806100023/https://www.thedailystar.net/news/bangladesh/news/president-dissolves-parliament-3670721 |url-status=live }}</ref>,15 February 1996,29 October 2006,,,,,,6 January 2009,23 June 1996,20 March 1991,7 May 1986,,,6 January 2009,23 June 1996,16 February 1981,12 June 1996,27 February 1991,10 October 2001,,,,,,,Trial of Sheikh Hasina,,,,,,
,,,,,,,,,,,,,,,,,,,,,[[Nobel Peace Prize]] ([[2011 Nobel Peace Prize|2011]]),{{birth date and age|df=y|1938|10|29}},Ellen Eugenia Johnson,"[[Monrovia]], Liberia",,,,Sirleaf in 2015,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{ubl|[[Madison Business College]] ([[associate degree|AA]])|[[University of Colorado, Boulder]] ([[Bachelor of Arts|BA]])|[[Harvard University]] ([[Master of Public Administration|MPA]])}}",,,,,,,,,,,,,,,,,,,,,Ellen Johnson Sirleaf February 2015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Johnson Sirleaf,,,,The Iron Lady of Africa,,,24th [[President of Liberia]],,,,,,[[Ministry of Finance (Liberia)|Minister of Finance]],,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[Liberian Action Party]]<br />(1985–1996)|[[Unity Party (Liberia)|Unity]]<br />(1997–2018)|[[Independent (politician)|Independent]]<br />(2018–present)}},,,[[Gyude Bryant]],,,,,,,[[James T. Phillips Jr.]],[[Emmanuel Shaw]],,,,,,,,,,[[William Tolbert]],[[Amos Sawyer]],,,,,,,,,,,,,,,,,[[Retta]] (niece) }},,,,,,,,,,Ellen Johnson Sirleaf signature.svg,,,{{marriage|James Sirleaf|1956|1961|end=div}},,,,,,,,,,,,,,,,,,,,,,,[[George Weah]],,,,,,,Perry Zulu,[[Stephen Byron Tarr]],,,,,,,,,,,,,,,,,,22 January 2018,,,,12 April 1980,1990<ref>{{Cite book|url=https://hdl.handle.net/2027/osu.32435083692814|title=Chiefs of State and Cabinet members of foreign governments / National Foreign Assessment Center. 1990Mar-Dec.|via=HathiTrust|year=2003 |hdl=2027/osu.32435083692814}}</ref>,,,,,,,,,,,,16 January 2006,,,,1979,1990,,,,,,,,,,,,,,,[[Joseph Boakai]],,,,
,,,,,,,,,,,,,,,,,,,,,[[Nobel Peace Prize]] in 1992<br />[[Prince of Asturias Awards]] in 1998<br />[[Order of the Aztec Eagle]] in 2010 }},{{Birth date and age|1959|1|9|df=y}},,"[[Laj Chimel]], [[Quiché Department|Quiché]], Guatemala",Rigoberta Menchú Tum,,,Menchú in 2024,,2 (1 deceased),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicente Menchú Pérez,,,,,,,,,,,,,,,,,20240620 NP PRESIDENTE BERNARDO AREVALO Y KARIN HERRERA PARTICIPAN EN DIALOGO PREMIO NOBEL DE LA PAZ 054 (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,Juana Tum Kótoja,,Rigoberta Menchú,,,,,,"Activist, politician",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Winaq]] (founder),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Marriage|Ángel Canil|1995}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,[[Nobel Peace Prize]] ([[2011 Nobel Peace Prize|2011]]) }},{{Birth date and age|df=yes|1972|02|01}},Leymah Roberta Gbowee,Central [[Liberia]],,,,Gbowee in 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,,,,,,,,,,,,"AA degree in social work, Mother Patern College of Health Sciences, Monrovia, Liberia; MA in conflict transformation, [[Eastern Mennonite University]], Harrisonburg, Virginia, USA",,,,,,,,,,,,,,,,,,,,,Leymah Gbowee no Fronteiras do Pensamento Porto Alegre 2013 (9730602149) (cropped).jpg,,,,,,,,[[Women of Liberia Mass Action for Peace]] and ''[[Pray the Devil Back to Hell]]'',,,,,,,,,,,,,,,,,,Leymah Gbowee <!-- do not add image icons such as Nobel Peace Prize; see [[WP:ICON]] -->,[[Liberia]]n,,,,,[[Peace activist]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,{{Birth date and age|1961|5|3|df=yes}},,"[[Silvan, Turkey|Silvan]], [[Diyarbakır Province|Diyarbakır]], Turkey",,,,Zana in 2007,,2,,[[Turkey|Turkish]] }},,,,,[[Diyarbakır (electoral district)|Diyarbakır]] ([[1991 Turkish general election|1991]]),,,,,"[[Diyarbakır (electoral district)|Diyarbakır]] ([[2011 Turkish general election|2011]])<br />[[Ağrı (electoral district)|Ağrı]] ([[June 2015 Turkish general election|June 2015]], [[November 2015 Turkish general election|Nov 2015]])",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zana (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Leyla Zana,,,,,,Peace activist,[[Member of the Grand National Assembly]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Democratic Society Party]] <small>(2005–2009)</small><br />[[Peoples' Democratic Party (Turkey)|Peoples' Democratic Party]] <small>(2014–present)</small>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Mehdi Zana]]|1975}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 June 1994,,,11 January 2018,,,,,,,,,,,,,,20 October 1991,,,28 June 2011,,,,,,,,,,,,,,,,,,,,
